id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
15382,1,0,1,3,0,0,0,133,2018,6,13,0,0,0,0,76.0,0,0
6666,1,0,0,3,0,0,1,8,2018,3,15,0,0,0,0,55.0,0,0
4262,2,2,1,3,0,0,3,87,2018,7,7,1,0,0,0,177.3,0,0
34296,2,0,1,3,0,0,0,104,2018,4,18,0,0,0,0,72.25,0,1
12986,2,0,0,2,0,0,0,141,2018,7,5,1,0,0,0,105.3,1,0
8564,2,0,1,3,1,0,0,106,2018,5,2,1,0,0,0,65.79,0,0
30185,2,0,1,2,0,0,0,182,2018,9,16,1,0,0,0,117.9,2,1
38291,2,0,2,2,0,0,0,98,2018,5,21,1,0,0,0,119.85,0,1
41167,2,0,1,2,0,0,0,280,2018,9,19,1,0,0,0,110.0,1,1
5394,2,0,0,1,0,0,1,28,2018,10,14,1,0,0,0,205.0,1,1
39841,2,0,0,2,2,0,0,0,2017,10,16,0,0,0,0,109.0,0,0
37039,2,1,1,2,0,0,0,86,2018,5,20,0,0,0,0,65.0,1,0
1564,2,0,0,2,0,0,0,130,2018,8,22,1,0,0,0,107.87,1,0
21237,2,0,2,5,0,0,0,148,2018,7,25,1,0,0,0,105.96,2,1
9902,2,0,1,0,0,0,0,13,2018,6,6,0,0,0,0,137.0,0,0
18207,2,0,0,2,2,0,0,188,2018,6,1,1,0,0,0,101.5,0,1
17192,2,0,1,2,0,0,0,127,2018,4,22,0,0,0,0,90.0,0,1
24607,2,0,0,3,0,0,0,83,2017,12,31,0,0,0,0,112.0,0,0
13307,2,2,0,2,0,0,3,11,2018,10,30,1,0,0,0,258.0,1,1
8331,2,0,0,1,2,0,0,117,2017,8,1,1,0,0,0,94.5,1,1
39283,2,0,0,3,2,0,0,88,2017,10,5,0,0,0,0,94.5,0,0
35907,2,2,2,3,0,0,3,50,2018,12,3,1,0,0,0,156.9,1,1
37578,2,0,1,1,0,0,0,111,2018,8,1,1,0,0,0,107.1,1,1
41122,2,0,2,2,1,0,0,208,2018,7,30,1,0,0,0,80.75,0,1
25114,2,2,1,2,0,0,3,213,2018,8,27,1,0,0,0,168.3,1,1
18377,2,0,2,1,0,0,1,202,2018,10,22,1,0,0,0,109.8,0,1
38375,1,0,2,0,0,0,0,282,2017,10,10,1,0,0,0,0.0,0,0
23850,2,0,0,3,0,0,0,44,2018,2,17,0,0,0,0,85.5,0,0
27212,1,0,1,3,0,0,0,188,2018,10,28,1,0,0,0,90.9,0,1
22303,3,0,1,3,0,0,0,71,2017,7,8,0,0,0,0,90.56,0,0
15075,2,0,0,4,0,0,1,56,2018,5,31,1,0,0,0,122.4,0,1
7268,2,0,1,0,1,0,0,183,2018,10,28,1,0,0,0,80.1,1,1
21786,2,0,0,2,2,0,0,39,2017,10,14,0,0,0,0,101.5,0,0
12370,2,0,2,0,0,0,2,62,2018,9,4,1,0,0,0,96.23,1,0
2001,2,2,2,1,0,0,3,209,2018,7,17,1,0,0,0,168.3,1,1
37209,2,0,2,6,0,0,0,134,2018,7,4,1,0,0,0,89.25,0,1
25422,2,0,0,3,0,0,0,5,2017,12,31,0,0,0,0,75.0,0,0
40535,2,0,2,5,0,0,0,76,2018,6,11,1,0,0,0,116.28,0,1
7753,2,0,0,2,2,0,0,211,2018,5,20,0,0,0,0,100.0,0,1
37840,2,0,2,1,0,0,0,115,2018,10,18,0,0,0,0,72.25,0,0
11105,2,0,1,4,0,0,0,112,2018,7,13,1,0,0,0,72.25,2,0
4981,2,0,1,1,2,0,0,247,2018,6,13,0,0,0,0,115.0,1,0
28515,2,0,2,5,1,0,0,165,2018,8,20,1,0,0,0,94.5,0,1
2900,2,0,2,5,0,0,0,134,2018,7,6,1,0,0,0,99.45,0,0
34115,1,0,0,3,0,0,0,59,2018,3,30,1,0,0,0,82.92,0,0
23847,2,0,0,4,1,1,0,185,2018,8,13,1,0,0,0,89.25,1,0
24093,3,0,1,5,0,0,1,101,2018,12,22,1,0,0,0,119.0,2,0
30374,2,1,2,3,2,0,0,65,2017,12,20,0,0,0,0,88.38,1,0
28775,2,0,0,4,0,0,0,225,2018,8,5,0,0,0,0,92.65,0,1
18270,2,0,2,1,0,0,0,186,2018,11,30,1,0,0,0,64.56,0,1
983,2,0,0,3,0,0,0,157,2018,12,8,0,0,0,0,92.65,0,0
1387,1,0,0,2,0,0,0,103,2018,4,13,1,0,0,0,115.0,0,1
32054,2,0,1,2,1,0,0,185,2018,12,17,1,0,0,0,79.2,0,1
33203,2,0,2,5,0,0,1,138,2018,5,4,1,0,0,0,121.5,1,0
23372,2,0,1,2,2,0,0,247,2018,6,6,0,0,0,0,110.0,0,1
20896,2,0,0,4,0,0,1,86,2018,12,8,1,0,0,0,122.0,0,0
6778,3,0,2,3,0,0,0,166,2018,7,7,1,0,0,0,121.55,0,1
7285,2,0,2,1,0,0,3,27,2018,9,18,1,0,0,0,234.0,2,0
25753,2,0,2,4,0,0,0,168,2018,7,22,0,0,0,0,72.25,0,0
30035,2,0,2,2,2,0,0,107,2018,9,18,0,0,0,0,107.0,0,1
1815,2,0,2,1,0,0,1,155,2018,10,2,1,0,0,0,119.07,1,1
23637,2,1,1,2,0,0,0,70,2017,10,25,1,0,0,0,89.25,1,0
139,2,0,1,2,0,0,0,224,2017,10,2,0,0,0,0,65.0,0,1
9366,2,0,2,5,0,0,0,122,2018,7,27,0,0,0,0,68.0,0,0
12358,3,0,0,2,0,0,1,169,2018,8,12,1,0,0,0,137.7,0,1
29787,2,0,1,3,1,0,0,186,2018,7,22,1,0,0,0,89.25,0,1
12859,2,0,1,3,0,0,0,194,2018,9,12,0,0,0,0,101.4,0,0
26897,1,0,0,2,0,0,1,11,2018,6,8,2,0,0,0,90.0,0,0
32700,2,0,0,1,0,0,0,1,2018,11,2,1,1,0,1,111.0,0,0
37571,2,2,0,1,0,0,3,16,2018,1,19,1,0,0,0,92.0,2,0
28291,2,1,2,3,0,0,0,44,2018,11,5,0,0,0,0,112.0,0,0
29901,1,0,0,1,0,0,0,122,2018,4,15,0,0,0,0,85.0,0,1
26032,1,0,0,2,0,0,0,99,2018,2,28,2,0,0,0,81.0,0,0
13906,2,0,1,1,0,0,0,174,2018,7,25,1,0,0,0,106.0,0,1
31209,2,0,0,3,0,0,1,103,2018,3,23,0,0,0,0,99.3,0,0
31341,2,0,1,2,0,0,0,14,2018,2,29,0,0,0,0,38.67,0,0
33529,2,0,1,1,0,0,0,275,2018,10,5,1,0,0,0,90.0,0,1
26064,1,0,1,1,2,0,0,88,2017,10,5,0,0,0,0,90.0,0,0
40486,2,2,0,1,0,0,3,3,2018,11,9,1,0,0,0,246.25,2,0
9254,1,0,0,3,0,0,1,9,2018,6,10,1,0,0,0,166.0,0,1
6580,2,0,1,2,0,0,0,81,2018,5,8,0,0,0,0,80.75,0,0
27389,1,0,0,4,0,0,0,14,2018,5,18,0,0,0,0,62.0,0,0
41103,2,0,1,2,0,1,0,58,2017,9,16,0,0,0,0,89.75,0,0
24292,2,0,0,3,1,0,0,103,2018,5,24,1,0,0,0,116.1,1,0
5686,2,1,0,1,0,0,0,221,2017,8,11,0,0,0,0,76.5,3,0
1794,2,0,1,3,0,0,0,197,2018,4,1,1,0,0,0,106.2,2,1
28191,2,0,2,0,0,0,1,128,2018,10,11,1,0,0,0,132.3,0,1
12616,2,0,0,3,0,0,0,188,2018,8,3,1,0,0,0,105.3,0,1
34180,2,0,2,1,1,0,0,205,2018,10,21,1,0,0,0,85.5,0,1
6311,2,0,0,1,0,0,1,26,2018,5,19,1,0,0,0,177.0,1,0
6199,2,0,0,2,0,0,0,30,2018,9,15,0,0,0,0,140.0,0,0
32979,2,0,2,1,0,0,1,88,2018,10,3,1,0,0,0,132.3,0,1
17815,1,0,1,2,0,0,0,8,2018,3,1,0,0,0,0,70.0,0,0
4620,2,0,2,5,0,0,0,195,2018,7,21,1,0,0,0,90.95,3,0
7643,3,0,1,1,0,0,1,3,2018,3,18,1,0,0,0,162.0,0,0
29485,2,0,2,3,1,0,0,308,2018,12,29,1,0,0,0,71.91,0,0
14092,3,0,1,0,0,0,1,87,2018,9,11,1,0,0,0,168.3,0,1
36443,2,0,2,3,0,0,0,186,2018,10,6,1,0,0,0,79.66,1,0
18934,2,0,2,1,2,0,0,100,2018,4,18,1,0,0,0,140.6,0,1
30518,2,0,2,1,1,0,0,158,2018,10,30,1,0,0,0,85.5,0,1
38582,1,0,0,3,2,0,0,34,2017,9,23,0,0,0,0,177.33,0,0
38994,2,1,2,1,0,0,0,28,2018,4,17,1,0,0,0,115.03,1,1
32226,2,0,0,0,0,0,2,145,2018,7,4,1,0,0,0,0.0,1,0
24753,2,0,2,2,1,0,0,208,2018,10,30,1,0,0,0,80.75,0,1
1613,0,2,0,1,0,0,2,197,2018,7,18,1,0,0,0,86.5,1,0
22859,2,0,0,3,0,0,0,168,2018,5,4,1,0,0,0,99.45,2,1
6169,2,0,0,3,0,0,0,50,2018,11,15,0,0,0,0,75.0,2,0
119,1,0,0,1,0,0,0,1,2018,1,21,0,0,0,0,65.8,0,0
40723,2,0,0,2,0,0,0,42,2018,4,21,0,0,0,0,105.0,0,1
16929,2,0,2,1,0,0,0,224,2017,10,2,0,0,0,0,65.0,1,0
19176,2,0,2,2,0,0,0,67,2018,4,22,0,0,0,0,80.75,0,0
13972,2,0,2,1,0,0,0,109,2017,8,23,1,0,0,0,76.5,0,1
2041,2,0,0,2,2,0,0,39,2017,8,15,0,0,0,0,109.0,0,0
19136,2,0,2,1,0,0,0,44,2018,11,5,0,0,0,0,112.0,0,0
23822,2,0,1,1,0,0,0,305,2018,10,4,0,0,0,0,89.0,0,1
16403,2,1,0,2,0,0,0,29,2018,3,27,1,0,0,0,176.0,0,1
32032,2,0,0,5,0,0,1,8,2017,12,28,1,0,0,0,127.0,1,0
17247,2,0,2,2,0,0,0,250,2018,10,28,1,0,0,0,96.3,0,1
25889,2,0,2,2,0,0,0,244,2018,10,30,1,0,0,0,85.85,2,1
37029,2,0,2,1,0,0,0,46,2018,3,13,0,0,0,0,85.0,0,0
5764,2,0,0,3,0,0,0,91,2018,9,30,0,0,0,0,80.0,0,0
20265,3,0,1,0,0,0,0,51,2018,3,28,0,0,0,0,48.51,1,0
19170,2,0,1,2,0,0,0,102,2018,7,8,0,0,0,0,72.25,0,0
21340,2,0,0,3,0,0,0,103,2018,7,18,0,0,0,0,72.25,0,0
32985,3,0,0,4,0,0,1,112,2018,4,27,1,0,0,0,131.13,1,1
36425,3,0,0,2,0,0,0,16,2018,5,5,0,0,0,0,138.0,1,0
38267,2,0,0,1,2,0,0,55,2018,4,6,1,0,0,0,104.0,0,1
13579,3,0,4,6,0,0,1,167,2018,7,10,1,0,0,0,130.05,0,1
11742,1,0,1,2,0,0,1,83,2018,7,25,1,0,0,0,118.8,1,0
5705,2,0,0,2,0,1,0,90,2018,4,9,1,0,0,0,96.3,1,0
28691,2,0,0,3,0,0,1,56,2018,6,8,1,0,0,0,140.4,0,1
27380,3,0,2,3,0,0,1,36,2018,12,3,1,0,0,0,126.0,2,0
7573,2,0,1,1,0,0,0,210,2018,8,15,0,0,0,0,72.25,0,0
31161,2,0,1,2,0,0,0,158,2018,3,25,0,0,0,0,70.0,0,0
27853,3,0,0,2,0,0,1,167,2018,12,19,1,0,0,0,122.4,0,1
16898,2,0,2,5,1,0,0,68,2018,2,13,1,0,0,0,67.5,1,1
19936,2,0,2,2,0,0,0,294,2018,12,29,1,0,0,0,82.11,0,1
4783,2,0,1,1,1,0,0,98,2018,12,26,1,0,0,0,79.2,2,0
8707,3,0,2,3,0,0,1,23,2018,3,29,1,0,0,0,124.1,0,0
29081,2,0,2,2,0,0,0,26,2017,11,14,0,0,0,0,43.5,0,0
37739,2,0,0,2,0,0,0,71,2018,6,22,0,0,0,0,140.0,0,0
1275,1,0,1,0,0,1,0,6,2018,12,21,2,1,0,4,67.0,0,0
31637,2,0,2,2,0,0,0,162,2018,10,14,0,0,0,0,115.0,0,1
4985,2,0,0,3,0,0,0,185,2018,5,5,1,0,0,0,114.75,0,1
2215,2,0,1,1,2,0,0,19,2018,3,21,1,0,0,0,130.0,0,1
22548,2,0,0,2,2,0,0,88,2018,10,6,0,0,0,0,117.0,1,1
27727,2,0,1,2,0,0,0,161,2018,9,19,0,0,0,0,95.88,0,0
2009,2,0,1,4,0,0,0,275,2018,10,16,1,0,0,0,90.0,0,1
12783,1,0,1,3,0,0,0,271,2018,9,21,0,0,0,0,85.67,0,0
40769,2,0,0,1,0,0,1,162,2018,8,27,1,0,0,0,118.8,0,1
9401,2,0,0,2,0,0,0,41,2017,10,16,0,0,0,0,85.5,1,0
18379,2,0,1,5,0,0,1,189,2018,8,8,1,0,0,0,109.77,2,1
24749,3,0,1,2,0,0,1,111,2018,7,17,1,0,0,0,137.7,1,0
38812,2,1,0,1,0,0,0,20,2018,1,16,1,0,0,0,71.6,1,1
14454,2,0,1,3,0,0,0,285,2018,10,3,0,0,0,0,100.0,0,1
10063,2,0,1,1,1,0,0,155,2018,6,18,1,0,0,0,116.1,2,0
13514,2,0,2,2,1,0,0,217,2018,9,25,1,0,0,0,116.1,2,1
28501,2,0,1,1,0,0,0,133,2018,7,21,0,0,0,0,72.25,0,0
8832,2,0,2,5,0,0,0,212,2018,10,20,1,0,0,0,96.3,3,0
35172,1,0,1,2,0,0,0,0,2017,12,12,2,1,0,2,65.0,0,0
2434,2,2,1,0,0,0,3,150,2018,6,18,1,0,0,0,206.0,0,0
12681,2,0,0,1,0,0,0,115,2018,5,19,1,0,0,0,114.3,0,1
24046,2,0,0,2,0,0,0,22,2018,10,20,0,0,0,0,140.0,0,0
33035,3,0,2,1,0,0,1,8,2018,2,13,1,0,0,0,127.0,1,1
32050,3,0,0,1,0,0,1,2,2018,12,17,1,0,0,0,97.0,1,0
36793,2,0,1,2,0,0,0,4,2018,2,18,0,0,0,0,72.8,0,1
38370,2,0,2,3,1,0,0,188,2018,8,3,1,0,0,0,96.05,0,1
18928,3,0,2,1,0,0,1,6,2018,2,20,1,0,0,0,130.0,2,0
17556,3,0,2,2,0,0,1,86,2018,7,2,0,0,0,0,90.95,0,0
18378,3,0,2,2,0,0,0,87,2018,6,26,0,0,0,0,105.4,0,0
31733,2,0,0,1,0,0,0,135,2018,10,11,0,0,0,0,90.0,0,1
9975,2,0,0,3,0,0,1,125,2018,6,30,1,0,0,0,125.55,0,1
37538,2,0,0,1,0,0,0,106,2018,7,4,0,0,0,0,91.89,1,0
15454,2,0,0,1,2,0,0,256,2018,6,15,0,0,0,0,115.0,1,1
20277,2,1,0,3,0,0,1,99,2018,10,19,1,0,0,0,151.2,2,0
14314,1,0,0,1,0,0,0,14,2017,10,6,2,1,0,5,95.0,1,0
15518,1,0,0,3,0,0,0,174,2018,9,22,0,0,0,0,95.67,0,0
11574,2,1,1,3,0,0,1,184,2018,5,30,1,0,0,0,117.73,1,0
37774,2,0,0,2,0,0,1,14,2018,9,22,1,0,0,0,184.0,1,0
41353,2,1,0,2,1,0,0,11,2018,2,12,1,0,0,0,82.33,0,0
39288,3,0,1,3,0,1,0,0,2018,6,27,0,0,0,0,98.1,0,0
40667,2,0,2,4,0,0,1,56,2018,4,16,1,0,0,0,130.05,0,1
18115,2,0,3,7,0,0,0,109,2018,7,13,1,0,0,0,90.95,0,1
9523,1,0,2,2,0,0,0,163,2018,10,7,0,0,0,0,100.0,0,1
39328,1,0,0,3,0,0,0,19,2018,6,1,2,1,1,0,80.0,0,0
33124,2,0,2,5,0,0,0,209,2018,8,17,1,0,0,0,90.95,0,1
4170,2,0,2,1,0,0,0,27,2018,6,9,0,0,0,0,120.0,0,0
34024,2,0,0,3,0,0,0,113,2018,3,29,0,0,0,0,100.0,0,0
31993,3,0,1,2,0,0,1,18,2017,12,30,0,0,0,0,122.0,0,0
14664,1,0,0,2,0,0,0,188,2018,9,15,0,0,0,0,130.0,0,1
35329,2,0,2,4,0,0,0,70,2018,4,3,0,0,0,0,80.0,0,1
11905,2,0,0,2,2,0,0,74,2017,9,29,0,0,0,0,101.5,0,1
22283,2,0,0,2,0,0,0,95,2018,10,30,1,0,0,0,90.9,2,1
40558,2,0,0,1,2,0,0,13,2018,7,26,0,0,0,0,96.0,0,0
39654,2,0,2,1,0,0,0,103,2018,5,21,1,0,0,0,99.3,0,1
2946,1,0,0,1,0,0,0,84,2018,4,27,1,0,0,0,85.5,0,1
5551,2,0,1,2,0,0,0,87,2018,4,11,2,0,0,0,80.75,0,0
2638,2,0,2,2,2,0,0,134,2017,12,4,0,0,0,0,113.0,0,0
12378,2,0,0,3,0,0,0,214,2018,8,18,1,0,0,0,90.9,0,1
36353,2,0,2,1,0,0,0,107,2018,5,29,0,0,0,0,80.75,1,0
27363,2,0,2,3,1,0,0,116,2018,12,16,1,0,0,0,79.2,2,0
3882,1,0,1,3,0,0,0,45,2017,11,18,0,0,0,0,60.0,0,0
37866,2,2,1,1,0,0,3,111,2018,7,17,1,0,0,0,168.3,0,1
24361,2,1,0,3,0,0,0,86,2018,12,8,1,0,0,0,122.0,0,1
35499,1,0,3,6,0,0,0,5,2018,4,12,2,0,0,0,95.0,0,1
10202,2,0,1,1,0,0,5,5,2018,11,21,4,0,0,0,0.0,2,0
34067,2,0,1,5,0,0,0,137,2018,11,28,1,0,0,0,85.0,0,1
29232,3,0,0,4,0,0,1,60,2018,3,24,1,0,0,0,113.05,2,1
11865,2,0,0,3,0,0,0,113,2018,8,4,1,0,0,0,105.3,0,1
27401,3,0,2,3,0,0,0,111,2018,6,13,0,0,0,0,105.4,0,0
3580,1,0,0,4,0,0,1,178,2018,10,22,1,0,0,0,129.65,0,1
19688,2,0,1,0,0,0,0,127,2018,6,27,1,0,0,0,96.3,0,0
22034,2,2,1,4,0,0,3,14,2018,10,24,1,0,0,0,152.83,0,1
28366,2,0,1,4,0,0,0,189,2018,7,11,1,0,0,0,90.95,1,0
19711,1,0,0,1,0,0,0,2,2017,9,9,0,0,0,0,75.0,0,0
29532,1,0,0,2,0,0,0,65,2018,10,7,1,0,0,0,158.0,0,0
15080,2,0,1,3,2,0,0,13,2018,3,26,0,0,0,0,73.0,0,0
21011,2,0,2,2,0,0,0,15,2018,12,26,0,0,0,0,52.0,1,1
986,2,0,1,1,0,0,0,309,2018,5,13,0,0,0,0,65.0,0,0
28078,2,0,2,6,0,0,1,173,2017,7,15,1,0,0,0,89.25,1,1
39641,3,0,1,3,0,0,1,160,2018,7,25,1,0,0,0,130.05,0,1
122,3,0,2,5,0,0,1,151,2018,7,2,1,0,0,0,138.55,0,1
14723,3,0,1,1,2,0,1,145,2018,10,21,1,0,0,0,202.5,1,1
3208,2,0,2,2,0,0,1,127,2018,5,22,1,0,0,0,113.05,0,1
8821,2,0,2,5,0,0,1,172,2018,10,28,1,0,0,0,104.4,1,1
15838,2,0,2,2,0,0,0,124,2018,7,17,1,0,0,0,99.45,1,0
36417,2,0,2,2,0,0,0,189,2018,8,22,0,0,0,0,72.25,0,0
2074,1,0,2,2,0,0,0,115,2018,2,27,0,0,0,0,61.0,0,1
7964,2,0,0,1,0,0,0,119,2018,7,14,1,0,0,0,129.9,1,0
19318,2,1,0,2,0,0,0,50,2018,3,25,1,0,0,0,87.3,2,0
14704,3,0,0,4,0,0,1,4,2018,3,22,1,0,0,0,119.0,2,0
29101,1,0,1,0,0,0,0,4,2018,4,25,2,1,0,7,65.0,1,0
10592,1,0,0,1,0,0,0,7,2017,12,30,0,0,0,0,62.0,2,0
2499,2,0,0,2,2,0,0,150,2018,6,2,0,0,0,0,90.0,1,0
40768,2,0,1,3,0,0,0,74,2018,5,9,0,0,0,0,80.75,1,0
23848,3,0,2,3,0,0,1,69,2018,9,23,1,0,0,0,137.7,2,0
31789,1,0,1,3,0,0,0,55,2018,4,7,1,0,0,0,78.08,0,0
24106,1,0,0,1,0,0,0,7,2018,11,2,2,1,0,5,94.0,0,0
25768,2,2,0,1,1,0,3,1,2018,5,25,1,0,0,0,211.0,2,0
13643,2,0,0,2,0,0,0,304,2018,11,3,0,0,0,0,89.0,0,0
939,3,0,1,2,0,0,1,155,2018,8,21,1,0,0,0,128.7,1,0
40644,2,0,1,2,0,0,0,273,2018,5,5,0,0,0,0,95.0,0,1
18036,2,0,1,4,0,0,0,148,2017,12,30,0,0,0,0,68.0,0,0
31071,1,0,0,1,0,1,0,7,2018,11,17,2,1,0,5,67.0,1,0
27545,2,0,2,2,0,0,0,136,2018,7,2,1,0,0,0,93.08,2,0
40934,0,2,1,0,0,0,2,4,2017,8,12,1,0,0,0,0.0,0,0
14265,2,0,2,5,1,0,0,166,2018,11,6,1,0,0,0,85.87,0,1
5048,3,0,2,1,0,0,1,7,2018,6,26,1,0,0,0,182.0,0,0
1994,1,0,1,1,0,0,0,0,2017,10,12,4,1,0,1,6.0,0,0
22146,1,0,1,4,0,0,0,69,2018,6,12,0,0,0,0,120.0,0,1
15069,2,1,2,2,0,0,0,54,2018,12,24,1,0,0,0,107.1,3,0
37156,1,0,1,2,0,0,0,82,2018,4,11,1,0,0,0,76.5,0,1
18553,2,0,0,2,0,0,0,315,2018,12,2,0,0,0,0,52.0,1,0
18703,1,0,1,1,0,0,0,4,2018,5,2,0,0,0,0,120.0,0,0
212,1,0,0,2,0,0,1,122,2018,5,12,1,0,0,0,121.5,0,0
7589,2,0,2,2,0,0,0,40,2017,9,15,0,0,0,0,94.5,0,0
1662,2,0,2,2,0,0,0,70,2018,4,25,0,0,0,0,80.75,0,0
35625,2,0,0,4,0,0,0,239,2018,7,12,1,0,0,0,107.0,0,1
20952,2,0,0,2,0,0,0,176,2018,9,8,0,0,0,0,125.1,0,1
34338,2,0,1,1,0,0,0,112,2018,7,18,1,0,0,0,105.3,0,0
3493,1,0,0,4,0,0,0,56,2017,9,4,1,0,0,0,69.11,0,0
13842,1,0,2,5,0,0,0,19,2018,2,7,0,0,0,0,54.74,0,0
24625,2,0,0,5,2,1,1,94,2018,8,13,1,0,0,0,138.25,3,0
4036,3,0,0,3,0,0,1,112,2018,12,14,1,0,0,0,131.13,2,0
32338,3,0,2,2,0,0,1,63,2018,4,10,1,0,0,0,137.7,2,0
40272,2,0,2,5,0,0,0,32,2018,12,27,0,0,0,0,70.0,0,0
6996,2,0,0,4,0,0,4,2,2018,12,28,1,0,0,0,110.5,0,0
199,2,1,1,3,0,0,3,15,2018,12,29,1,0,0,0,166.85,2,0
40837,1,0,1,2,2,0,0,377,2018,10,14,0,0,0,0,90.0,0,0
14302,2,0,1,0,1,0,0,180,2018,8,26,1,0,0,0,85.5,1,0
27807,1,0,1,2,0,0,0,44,2018,4,25,0,0,0,0,85.5,0,0
30247,2,0,0,2,2,0,0,292,2018,7,21,1,0,0,0,94.5,0,1
4380,2,0,0,4,1,0,0,205,2018,8,3,1,0,0,0,89.25,1,0
41959,2,0,2,1,0,0,0,204,2017,10,9,1,0,0,0,72.75,0,0
6081,2,0,1,4,0,0,0,76,2017,7,11,0,0,0,0,76.5,0,0
8099,3,0,2,2,0,0,1,36,2018,5,27,1,0,0,0,147.9,1,1
10675,2,0,1,2,0,0,0,109,2018,5,30,0,0,0,0,75.0,0,0
30392,2,0,2,2,0,0,1,83,2018,10,16,1,0,0,0,132.3,1,1
14682,2,0,0,1,1,0,0,221,2018,12,30,1,0,0,0,79.8,0,1
38236,1,0,1,3,2,0,0,111,2018,9,24,0,0,0,0,86.0,0,1
41744,2,0,2,2,0,0,0,109,2018,10,23,0,0,0,0,80.75,0,1
17255,2,0,0,2,0,0,0,141,2018,7,1,1,0,0,0,96.3,1,0
13604,2,0,2,2,0,0,0,8,2018,9,26,1,0,0,0,190.0,2,0
32511,2,2,0,3,0,0,5,40,2018,9,7,1,0,0,0,174.0,2,0
27861,2,1,2,1,0,0,0,40,2018,4,30,1,0,0,0,125.53,0,0
30126,2,1,1,1,0,0,0,13,2018,3,8,0,0,0,0,96.0,1,0
12969,3,0,1,3,0,0,1,78,2018,10,25,1,0,0,0,128.7,1,0
12573,2,0,0,2,2,0,0,265,2018,10,24,1,0,0,0,115.0,1,1
1520,2,0,0,1,0,0,3,47,2018,12,3,1,0,0,0,156.6,2,0
20330,2,0,2,1,0,0,0,74,2018,12,17,0,0,0,0,75.0,0,0
41604,2,0,0,2,0,0,0,191,2018,8,20,1,0,0,0,131.75,0,1
38991,2,0,2,3,0,0,0,166,2018,8,19,1,0,0,0,99.45,1,1
24505,1,0,1,0,0,0,0,164,2018,10,16,0,0,0,0,144.0,0,0
22021,1,0,0,1,0,0,0,35,2018,6,27,0,0,0,0,76.5,0,0
34183,2,0,0,2,0,0,0,209,2018,9,15,1,0,0,0,119.85,1,1
30370,1,0,0,2,0,0,0,1,2018,1,26,2,1,0,1,79.0,0,0
23090,3,0,2,2,0,0,1,54,2018,4,30,1,0,0,0,159.3,0,1
10824,2,0,0,2,0,0,1,20,2018,8,30,1,0,0,0,156.0,0,1
26824,2,0,0,4,0,0,1,56,2018,9,8,1,0,0,0,149.4,0,1
27035,2,0,0,1,0,0,1,0,2017,12,31,4,0,0,0,0.0,1,0
25916,2,0,0,3,0,0,1,39,2018,12,27,1,0,0,0,201.08,1,0
12307,2,0,0,1,1,0,0,181,2018,7,23,1,0,0,0,86.5,1,1
12064,2,0,0,4,1,0,0,109,2018,5,4,1,0,0,0,94.35,1,0
38407,2,0,2,3,0,0,1,87,2018,10,26,1,0,0,0,104.4,1,0
24854,2,0,0,3,0,0,4,30,2018,3,31,0,0,0,0,137.52,0,0
14825,3,0,2,2,0,0,1,64,2018,12,24,1,0,0,0,126.0,1,0
8270,2,0,0,3,0,0,0,138,2018,5,31,1,0,0,0,105.9,1,0
1871,1,0,0,3,0,0,1,62,2018,4,24,1,0,0,0,110.08,1,0
13559,1,0,2,2,0,0,0,115,2018,2,14,0,0,0,0,76.0,0,0
20911,2,0,0,2,2,0,0,273,2017,7,17,1,0,0,0,109.0,0,1
35824,2,0,1,1,0,0,1,65,2018,9,26,1,0,0,0,139.5,1,1
8814,2,0,1,4,0,0,0,141,2018,7,13,1,0,0,0,107.95,2,0
18780,2,0,0,4,0,0,1,78,2018,7,26,1,0,0,0,114.3,0,0
3315,2,0,0,2,0,0,0,290,2018,6,17,0,0,0,0,72.0,0,1
13208,2,0,0,4,1,0,0,119,2018,4,28,1,0,0,0,85.5,0,1
36512,2,0,0,3,0,0,1,13,2018,12,8,1,0,0,0,170.0,2,0
6098,1,0,0,2,0,0,0,221,2017,10,17,0,0,0,0,60.0,0,0
6252,3,0,0,5,0,0,0,79,2018,3,31,1,0,0,0,126.3,1,0
21036,2,0,1,4,0,0,1,53,2018,9,21,1,0,0,0,149.4,1,0
14421,2,0,0,2,2,0,0,346,2018,9,18,1,0,0,0,0.0,0,0
37600,2,0,1,0,0,0,4,1,2018,9,25,1,0,0,0,195.0,0,0
8191,2,2,0,1,0,0,3,8,2018,5,3,1,0,0,0,221.0,1,0
3725,2,0,2,4,0,0,0,123,2018,2,26,0,0,0,0,66.0,0,0
30056,2,0,2,3,0,0,0,110,2018,4,9,1,0,0,0,82.45,1,0
39876,2,0,0,5,0,0,1,77,2018,9,8,1,0,0,0,149.4,3,0
20524,2,0,2,5,0,0,2,6,2017,10,22,1,0,0,0,116.36,1,0
40041,2,0,0,3,0,0,0,233,2018,6,29,1,0,0,0,100.3,0,1
11751,2,1,0,2,0,0,0,208,2018,8,31,1,0,0,0,112.5,1,1
14615,2,0,0,2,0,0,0,104,2017,10,6,0,0,0,0,75.0,0,1
